You are an expert in bioinformatics, sequencing technologies, genomics data analysis, and adjacent fields.

You are given findings from a MultiQC report, generated by a bioinformatics workflow.
MultiQC supports various bioinformatics tools that output QC metrics, and aggregates those metrics
into a single report. It outputs a "General Statistics" table with key metrics for each sample across
all tools. That table is followed by more detailed sections from specific tools, that can include tables,
as well as plots of different types (bar plot, line plot, scatter plot, heatmap, etc.)

You are given data from such a report. Your task is to analyse the data, and
give 1-2 bullet points of a very short and concise overall summary for the results.
Don't waste words: mention only the important QC issues. If there are no issues, just say so.
Just print one or two bullet points, nothing else.
Please do not add any extra headers to the response.

Use markdown to format your reponse for readability. Use directives with pre-defined classes
.text-green, .text-red, and .text-yellow to highlight severity, e.g. :span[39.2%]{.text-red}.
Highlight any mentioned sample names or sample named prefixes or suffixes with a sample directive,
and make sure to use the same color classes for severity, e.g. :sample[A1001.2003]{.text-yellow}
or :sample[A1001]{.text-yellow}. Do not put multiple sample names inside one directive.

You must use only multiples of 4 spaces to indent nested lists.



Two examples of short summaries:

- :span[11/13 samples]{.text-green} show consistent metrics within expected ranges.
- :sample[A1001.2003]{.text-red} and :sample[A1001.2004]{.text-red} exhibit extremely high percentage of :span[duplicates]{.text-red} (:span[65.54%]{.text-red} and :span[83.14%]{.text-red}, respectively).

- All samples show good quality metrics with :span[75.7-77.0%]{.text-green} CpG methylation and :span[76.3-86.0%]{.text-green} alignment rates
- :sample[2wk]{.text-yellow} samples show slightly higher duplication (:span[11-15%]{.text-yellow}) compared to :sample[1wk]{.text-green} samples (:span[6-9%]{.text-green})'



----------------------

Tools used in the report:

1. VEP
Description: <p>Determines the effect of variants on genes, transcripts and protein sequences, as well as regulatory regions.</p>
Links: https://www.ensembl.org/info/docs/tools/vep/index.html

----------------------

----------------------

Tool: VEP
Section: General Statistics
Section help text: Table showing general statistics of VEP annotation run
Title: VEP General Statistics

Plot type: violin plot

Number of samples: 215

Metrics:
Overlapped regulatory features - Overlapped regulatory features
Overlapped transcripts - Overlapped transcripts
Overlapped genes - Overlapped genes
Existing variants - Existing variants
Novel variants - Novel variants
Variants filtered out - Variants filtered out
Variants processed - Variants processed
Lines of input read - Lines of input read

|Sample Name|Overlapped regulatory features|Overlapped transcripts|Overlapped genes|Existing variants|Novel variants|Variants filtered out|Variants processed|Lines of input read|
|YRI_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|YRI_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|YRI_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|YRI_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|YRI_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|YRI_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|TSI_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|TSI_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|TSI_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|TSI_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|TSI_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|TSI_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|TSI_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|TSI_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|TSI_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|STU_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|STU_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|STU_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|STU_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|STU_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|STU_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|STU_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|STU_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|SAS_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|SAS_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|SAS_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|SAS_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|SAS_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|SAS_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|SAS_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|SAS_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|PJL_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|PJL_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|PJL_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|PJL_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|PJL_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|PJL_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|PJL_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|PJL_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|MSL_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|MSL_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|MSL_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|MSL_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|MSL_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|MSL_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|MSL_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|MSL_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|LWK_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|LWK_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|LWK_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|LWK_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|LWK_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|LWK_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|LWK_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|LWK_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|KHV_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|KHV_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|KHV_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|KHV_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|KHV_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|KHV_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|KHV_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|KHV_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|JPT_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|JPT_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|JPT_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|JPT_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|JPT_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|JPT_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|JPT_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|JPT_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|ITU_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|ITU_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ITU_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|ITU_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ITU_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|ITU_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|ITU_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|ITU_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|IBS_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|IBS_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|IBS_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|IBS_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|IBS_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|IBS_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|IBS_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|IBS_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|GWD_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|GWD_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GWD_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|GWD_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GWD_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|GWD_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|GWD_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|GWD_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|GIH_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|GIH_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GIH_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|GIH_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GIH_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|GIH_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|GIH_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|GIH_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|GBR_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|GBR_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GBR_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|GBR_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|GBR_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|GBR_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|GBR_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|GBR_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|FIN_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|FIN_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|FIN_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|FIN_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|FIN_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|FIN_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|FIN_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|FIN_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|FIN_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|EUR_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|EUR_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|EUR_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|EUR_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|EUR_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|EUR_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|EUR_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|EUR_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|EUR_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|ESN_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|ESN_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ESN_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|ESN_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ESN_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|ESN_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|ESN_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|ESN_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|ESN_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|EAS_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|EAS_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|EAS_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|EAS_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|EAS_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|EAS_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|EAS_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|EAS_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|CHS_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|CHS_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHS_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHS_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHS_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|CHS_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|CHS_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|CHS_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|CHB_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|CHB_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHB_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHB_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CHB_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|CHB_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|CHB_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|CHB_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|CEU_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|CEU_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CEU_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|CEU_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CEU_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|CEU_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|CEU_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|CEU_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|CDX_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|CDX_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CDX_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|CDX_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|CDX_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|CDX_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|CDX_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|CDX_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|BEB_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|BEB_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|BEB_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|BEB_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|BEB_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|BEB_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|BEB_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|BEB_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|ASW_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|ASW_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ASW_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|ASW_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ASW_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|ASW_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|ASW_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|ASW_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|ASW_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|AFR_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|AFR_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|AFR_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|AFR_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|AFR_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|AFR_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|AFR_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|AFR_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|AFR_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|
|ACB_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|ACB_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ACB_OPRM1|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|
|ACB_GGCX|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
|ACB_DRD2|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|
|ACB_CYP4F2|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|
|ACB_CYP2D6|nan%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|100%|
|ACB_CYP2C9|nan%|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|
|ACB_CALU|nan%|nan%|nan%|100%|nan%|nan%|nan%|nan%|nan%|

----------------------

Tool: VEP
Section: Position in protein
Section description: Relative position of affected amino acids in protein.
Title: VEP: Position in protein

Plot type: bar plot
Values: Number of variants

|Sample|00-10%|10-20%|20-30%|30-40%|40-50%|50-60%|60-70%|70-80%|80-90%|90-100%|
|---|---|---|---|---|---|---|---|---|---|---|
|YRI_VKORC1|0%|0%|0%|11%|0%|0%|11%|22%|0%|55%|
|YRI_UGT2B7|0%|3%|12%|3%|16%|7%|25%|11%|3%|14%|
|YRI_OPRM1|16%|5%|2%|22%|2%|4%|10%|15%|3%|13%|
|YRI_GGCX|9%|15%|4%|10%|14%|10%|4%|20%|4%|4%|
|YRI_DRD2|44%|5%|2%|0%|0%|0%|2%|44%|0%|0%|
|YRI_CYP4F2|9%|23%|13%|7%|0%|1%|7%|2%|9%|22%|
|YRI_CYP2C9|0%|0%|7%|23%|9%|21%|1%|0%|28%|7%|
|YRI_CALU|68%|0%|28%|2%|0%|0%|0%|0%|0%|0%|
|TSI_UGT2B7|0%|4%|18%|4%|16%|16%|14%|18%|4%|4%|
|TSI_OPRM1|55%|14%|11%|2%|0%|2%|0%|0%|0%|11%|
|TSI_GGCX|2%|3%|5%|14%|17%|30%|17%|1%|2%|4%|
|TSI_DRD2|0%|0%|0%|28%|4%|0%|4%|60%|0%|4%|
|TSI_CYP4F2|0%|0%|0%|12%|1%|1%|12%|2%|19%|45%|
|TSI_CYP2D6|0%|0%|10%|90%|0%|0%|0%|0%|0%|0%|
|TSI_CYP2C9|0%|0%|0%|0%|0%|0%|6%|42%|0%|51%|
|TSI_CALU|68%|0%|28%|2%|0%|0%|0%|0%|0%|0%|
|STU_UGT2B7|0%|6%|21%|6%|24%|9%|18%|9%|3%|3%|
|STU_OPRM1|38%|22%|16%|0%|0%|5%|0%|0%|0%|16%|
|STU_GGCX|0%|0%|8%|13%|8%|56%|0%|0%|4%|8%|
|STU_DRD2|0%|0%|0%|0%|0%|0%|6%|93%|0%|0%|
|STU_CYP4F2|0%|0%|0%|0%|0%|0%|0%|12%|87%|0%|
|STU_CALU|100%|0%|0%|0%|0%|0%|0%|0%|0%|0%|
|SAS_VKORC1|0%|0%|0%|56%|6%|6%|12%|12%|6%|0%|
|SAS_UGT2B7|0%|5%|12%|3%|25%|5%|25%|14%|3%|3%|
|SAS_OPRM1|64%|9%|9%|1%|1%|1%|0%|0%|0%|9%|
|SAS_GGCX|2%|4%|7%|18%|20%|33%|2%|1%|2%|5%|
|SAS_DRD2|0%|0%|0%|24%|0%|0%|6%|69%|0%|0%|
|SAS_CYP4F2|15%|21%|0%|0%|1%|3%|19%|2%|14%|20%|
|SAS_CYP2C9|0%|0%|18%|10%|2%|2%|4%|28%|2%|34%|
|SAS_CALU|68%|0%|28%|2%|0%|0%|0%|0%|0%|0%|
|PJL_VKORC1|0%|0%|0%|83%|0%|16%|0%|0%|0%|0%|
|PJL_UGT2B7|0%|6%|21%|6%|24%|9%|18%|9%|3%|3%|
|PJL_OPRM1|65%|5%|5%|5%|0%|0%|0%|0%|0%|20%|
|PJL_GGCX|2%|4%|7%|18%|20%|33%|2%|1%|2%|5%|
|PJL_DRD2|0%|0%|0%|24%|0%|0%|6%|69%|0%|0%|
|PJL_CYP4F2|2%|0%|0%|0%|2%|5%|36%|2%|8%|40%|
|PJL_CYP2C9|0%|0%|0%|0%|0%|0%|6%|42%|0%|51%|
|PJL_CALU|100%|0%|0%|0%|0%|0%|0%|0%|0%|0%|
|MSL_VKORC1|0%|5%|23%|11%|5%|0%|11%|11%|0%|29%|
|MSL_UGT2B7|0%|5%|3%|0%|25%|8%|30%|17%|5%|3%|
|MSL_OPRM1|24%|8%|4%|0%|10%|28%|20%|0%|0%|6%|
|MSL_GGCX|3%|3%|14%|21%|19%|25%|2%|1%|3%|5%|
|MSL_DRD2|28%|4%|4%|0%|0%|0%|4%|60%|0%|0%|
|MSL_CYP4F2|11%|26%|8%|0%|0%|1%|8%|2%|11%|27%|
|MSL_CYP2C9|0%|0%|33%|3%|7%|18%|3%|0%|27%|5%|
|MSL_CALU|40%|0%|16%|1%|0%|0%|0%|1%|33%|6%|
|LWK_VKORC1|0%|0%|0%|11%|0%|0%|11%|22%|0%|55%|
|LWK_UGT2B7|0%|4%|13%|3%|21%|12%|21%|15%|3%|4%|
|LWK_OPRM1|36%|34%|5%|7%|0%|0%|2%|0%|0%|13%|
|LWK_GGCX|2%|3%|3%|12%|14%|12%|10%|36%|1%|2%|
|LWK_DRD2|41%|5%|5%|0%|0%|0%|5%|41%|0%|0%|
|LWK_CYP4F2|10%|16%|8%|7%|1%|1%|8%|2%|10%|33%|
|LWK_CYP2C9|0%|0%|11%|34%|14%|31%|2%|0%|2%|2%|
|LWK_CALU|68%|0%|28%|2%|0%|0%|0%|0%|0%|0%|
|KHV_UGT2B7|0%|7%|7%|0%|30%|11%|23%|11%|3%|3%|
|KHV_OPRM1|36%|21%|15%|0%|0%|5%|0%|0%|0%|21%|
|KHV_GGCX|8%|13%|4%|26%|34%|0%|8%|4%|0%|0%|
|KHV_DRD2|0%|0%|0%|0%|0%|0%|12%|87%|0%|0%|
|KHV_CYP4F2|1%|0%|0%|0%|1%|3%|24%|1%|11%|54%|
|KHV_CYP2C9|78%|15%|5%|0%|0%|0%|0%|0%|0%|0%|
|KHV_CALU|66%|0%|27%|2%|0%|0%|0%|0%|2%|0%|
|JPT_UGT2B7|31%|18%|0%|0%|6%|0%|37%|0%|0%|6%|
|JPT_OPRM1|0%|0%|0%|0%|0%|0%|0%|0%|0%|100%|
|JPT_DRD2|0%|0%|0%|0%|0%|0%|12%|87%|0%|0%|
